ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
8da0365bf89847b9,classic_bike,2024-06-07 12:30:38,2024-06-07 13:04:35,Grand Army Plaza & Plaza St West,4066.15,Broadway & E 14 St,5905.12,40.6729,-73.9709,40.7345,-73.9907,member
287d06ca6f4c469a,electric_bike,2024-06-09 18:48:17,2024-06-09 19:13:30,N 8 St & Driggs Ave,5453.07,South End Ave & Liberty St,5303.06,40.7177,-73.9560,40.7111,-74.0158,member
deda4e161b3d4d5c,electric_bike,2024-06-12 10:29:32,2024-06-12 10:43:43,Bedford Ave & Nassau Ave,5525.04,South End Ave & Liberty St,5303.06,40.7230,-73.9521,40.7111,-74.0158,member
52fbe43b99544eb4,electric_bike,2024-06-13 08:45:34,2024-06-13 09:23:46,1 Ave & E 68 St,6753.08,Lafayette St & E 8 St,5788.13,40.7659,-73.9585,40.7302,-73.9910,member
e0c53cb83da942a9,classic_bike,2024-06-06 20:59:53,2024-06-06 21:22:52,Broadway & E 14 St,5905.12,South End Ave & Liberty St,5303.06,40.7345,-73.9907,40.7111,-74.0158,member
a8e56e0c20de435d,electric_bike,2024-06-14 07:10:48,2024-06-14 07:49:09,Bedford Ave & Nassau Ave,5525.04,Central Park S & 6 Ave,6904.04,40.7230,-73.9521,40.7659,-73.9764,member
badcc32ac1594f53,classic_bike,2024-06-14 16:21:27,2024-06-14 16:37:54,8 Ave & W 31 St,6450.12,Pier 40 - Hudson River Park,5573.05,40.7502,-73.9978,40.7276,-74.0115,casual
3985c3cf3f764e1d,classic_bike,2024-06-11 12:22:28,2024-06-11 12:59:47,E 17 St & Broadway,5905.14,N 8 St & Driggs Ave,5453.07,40.7370,-73.9901,40.7177,-73.9560,casual
a18ff6b6b535406e,classic_bike,2024-06-09 09:55:37,2024-06-09 10:12:39,W 21 St & 6 Ave,6140.05,,,40.7418,-73.9945,40.6729,-73.9709,member
ab4220a7474a493b,electric_bike,2024-06-01 20:40:21,2024-06-01 20:47:11,Broadway & E 14 St,5905.12,,,40.7345,-73.9907,40.7111,-74.0158,member
ceb81f9d79144120,electric_bike,2024-06-12 21:57:56,2024-06-12 22:32:12,Pier 40 - Hudson River Park,5573.05,,,40.7276,-74.0115,40.7659,-73.9585,member
baa4b71add2447ac,classic_bike,2024-06-11 13:21:22,2024-06-11 13:52:16,Broadway & E 14 St,5905.12,,,40.7345,-73.9907,40.7345,-73.9907,member
894a05e430b147ef,electric_bike,2024-06-12 11:47:51,2024-06-12 11:57:18,W 21 St & 6 Ave,6140.05,,,40.7418,-73.9945,40.7370,-73.9901,member
db20a56edc814fe7,classic_bike,2024-06-05 13:53:15,2024-06-05 14:00:23,E 17 St & Broadway,5905.14,,,40.7370,-73.9901,40.7659,-73.9585,member
7b3a4e3e7c524a17,classic_bike,2024-06-14 06:15:05,2024-06-14 06:33:13,N 8 St & Driggs Ave,5453.07,,,40.7177,-73.9560,40.7276,-74.0115,casual
c8fe3ccdc8b849c6,electric_bike,2024-06-03 12:28:00,2024-06-03 12:56:39,South End Ave & Liberty St,5303.06,,,40.7111,-74.0158,40.7418,-73.9945,casual
37bb3eec4bf54b52,classic_bike,2024-06-12 19:22:35,2024-06-12 19:57:48,E 17 St & Broadway,5905.14,Bedford Ave & Nassau Ave,5525.04,40.7370,-73.9901,40.7230,-73.9521,member
87f7e1fbda4b49ca,classic_bike,2024-06-01 06:51:37,2024-06-01 07:26:09,Bedford Ave & Nassau Ave,5525.04,Lafayette St & E 8 St,5788.13,40.7230,-73.9521,40.7302,-73.9910,member
675dd5af3c364296,classic_bike,2024-06-14 09:10:04,2024-06-14 09:10:04,Pier 40 - Hudson River Park,5573.05,Broadway & E 14 St,5905.12,40.7276,-74.0115,40.7345,-73.9907,member
85d5169590b24633,electric_bike,2024-06-01 16:34:05,2024-06-01 16:34:05,Grand Army Plaza & Plaza St West,4066.15,Grand Army Plaza & Plaza St West,4066.15,40.6729,-73.9709,40.6729,-73.9709,casual
a53f8a28abf343fc,electric_bike,2024-06-12 11:21:15,2024-06-12 11:21:15,West St & Chambers St,5470.10,N 8 St & Driggs Ave,5453.07,40.7175,-74.0134,40.7177,-73.9560,casual
902059e4ff9a45c2,classic_bike,2024-06-13 21:58:04,2024-06-13 21:58:04,Lafayette St & E 8 St,5788.13,South End Ave & Liberty St,5303.06,40.7302,-73.9910,40.7111,-74.0158,member
3e896c64e1174ac3,electric_bike,2024-06-09 10:31:08,2024-06-09 10:31:08,Pier 40 - Hudson River Park,5573.05,West St & Chambers St,5470.10,40.7276,-74.0115,40.7175,-74.0134,casual
ce9e1a11fcbb4e59,classic_bike,2024-06-14 15:16:45,2024-06-14 15:16:45,1 Ave & E 68 St,6753.08,Central Park S & 6 Ave,6904.04,40.7659,-73.9585,40.7659,-73.9764,casual
be0f051b1b6645a9,classic_bike,2024-06-02 20:59:08,2024-06-02 21:19:11,South End Ave & Liberty St,5303.06,N 8 St & Driggs Ave,5453.07,40.7111,-74.0158,40.7177,-73.9560,casual
439472e6da584e8a,electric_bike,2024-06-04 18:14:21,2024-06-04 18:30:14,8 Ave & W 31 St,6450.12,Grand Army Plaza & Plaza St West,4066.15,40.7502,-73.9978,40.6729,-73.9709,casual
00e85ece0b49452d,electric_bike,2024-06-14 06:52:05,2024-06-14 07:22:59,South End Ave & Liberty St,5303.06,South End Ave & Liberty St,5303.06,40.7111,-74.0158,40.7111,-74.0158,member
0279b6a68f9747b0,classic_bike,2024-06-03 18:39:28,2024-06-03 19:19:07,N 8 St & Driggs Ave,5453.07,8 Ave & W 31 St,6450.12,40.7177,-73.9560,40.7502,-73.9978,member
6e06809725e94977,classic_bike,2024-06-03 15:18:02,2024-06-04 21:18:02,South End Ave & Liberty St,5303.06,Bedford Ave & Nassau Ave,5525.04,40.7111,-74.0158,40.7230,-73.9521,member
aabc25fa3fe14e47,classic_bike,2024-06-13 20:41:02,2024-06-15 02:41:02,8 Ave & W 31 St,6450.12,Lafayette St & E 8 St,5788.13,40.7502,-73.9978,40.7302,-73.9910,casual
dd56cc943c9a414c,classic_bike,2024-06-14 12:56:39,2024-06-15 18:56:39,9 Ave & W 45 St,6717.06,Pier 40 - Hudson River Park,5573.05,40.7602,-73.9913,40.7276,-74.0115,member
cd5f4822696648aa,classic_bike,2024-06-01 09:03:47,2024-06-01 09:28:27,South End Ave & Liberty St,5303.06,E 17 St & Broadway,5905.14,40.7111,-74.0158,40.7370,-73.9901,casual
3317347038f14a81,electric_bike,2024-06-12 07:50:24,2024-06-12 07:55:02,1 Ave & E 68 St,6753.08,9 Ave & W 45 St,6717.06,40.7659,-73.9585,40.7602,-73.9913,casual
6601ddd031704437,electric_bike,2024-06-13 20:52:14,2024-06-13 21:09:27,8 Ave & W 31 St,6450.12,E 47 St & Park Ave,6551.09,40.7502,-73.9978,40.7553,-73.9746,casual
d7fa2d8dfb2c4025,electric_bike,2024-06-13 10:45:22,2024-06-13 11:22:08,E 47 St & Park Ave,6551.09,Broadway & E 14 St,5905.12,40.7553,-73.9746,40.7345,-73.9907,member
6f3f920c98b844cc,electric_bike,2024-06-05 09:02:37,2024-06-05 09:22:44,Broadway & E 14 St,5905.12,South End Ave & Liberty St,5303.06,40.7345,-73.9907,40.7111,-74.0158,casual
6fa17735b57243d0,classic_bike,2024-06-09 07:58:24,2024-06-09 08:13:22,E 17 St & Broadway,5905.14,Grand Army Plaza & Plaza St West,4066.15,40.7370,-73.9901,40.6729,-73.9709,member
d9178793a9d342e6,classic_bike,2024-06-02 17:20:58,2024-06-02 17:45:30,Lafayette St & E 8 St,5788.13,E 17 St & Broadway,5905.14,40.7302,-73.9910,40.7370,-73.9901,casual
2095eef68ded49fb,classic_bike,2024-06-11 12:58:20,2024-06-11 13:27:48,Pier 40 - Hudson River Park,5573.05,8 Ave & W 31 St,6450.12,40.7276,-74.0115,40.7502,-73.9978,Member
67f48ad54d0b4d1a,CLASSIC_BIKE,2024-06-11 18:46:57,2024-06-11 19:00:49,N 8 St & Driggs Ave,5453.07,E 17 St & Broadway,5905.14,40.7177,-73.9560,40.7370,-73.9901,casual
acf5e81e71314269,classic_bike,2024-06-07 19:24:37,2024-06-07 19:48:36,8 Ave & W 31 St,6450.12,West St & Chambers St,5470.10,40.7502,-73.9978,40.7175,-74.0134,casual
a2086977a9f24336,electric_bike,2024-06-13 18:33:10,2024-06-13 18:40:57,9 Ave & W 45 St,6717.06,South End Ave & Liberty St,5303.06,40.7602,-73.9913,40.7111,-74.0158,member
0640be0f25b84d4b,classic_bike,2024-06-04 17:28:19,2024-06-04 17:45:39,E 47 St & Park Ave,6551.09,9 Ave & W 45 St,6717.06,40.7553,-73.9746,40.7602,-73.9913,member
935f2b0aa1384ddc,classic_bike,2024-06-14 19:06:04,2024-06-14 19:39:09,Central Park S & 6 Ave,6904.04,Grand Army Plaza & Plaza St West,4066.15,40.7659,-73.9764,40.6729,-73.9709,casual
c521bf2ddc454539,classic_bike,2024-06-04 08:31:41,2024-06-04 08:34:03,Central Park S & 6 Ave,6904.04,E 17 St & Broadway,5905.14,40.7659,-73.9764,40.7370,-73.9901,casual
eadf50853fcb4546,classic_bike,2024-06-13 17:52:33,2024-06-13 18:26:15,West St & Chambers St,5470.10,1 Ave & E 68 St,6753.08,40.7175,-74.0134,40.7659,-73.9585,casual
714c7df4e4344d51,electric_bike,2024-06-08 17:23:33,2024-06-08 17:47:12,1 Ave & E 68 St,6753.08,9 Ave & W 45 St,6717.06,40.7659,-73.9585,40.7602,-73.9913,casual
d701410d3f4b4a70,electric_bike,2024-06-12 20:42:30,2024-06-12 21:15:13,South End Ave & Liberty St,5303.06,1 Ave & E 68 St,6753.08,40.7111,-74.0158,40.7659,-73.9585,casual
51d87c6455fa4ab8,classic_bike,2024-06-05 13:30:04,2024-06-05 13:51:34,N 8 St & Driggs Ave,5453.07,West St & Chambers St,5470.10,40.7177,-73.9560,40.7175,-74.0134,member
54b4a48268584eba,electric_bike,2024-06-07 17:50:09,2024-06-07 18:06:45,1 Ave & E 68 St,6753.08,West St & Chambers St,5470.10,40.7659,-73.9585,40.7175,-74.0134,casual
9360715fc3fe4183,electric_bike,2024-06-14 13:10:24,2024-06-14 13:13:44,W 21 St & 6 Ave,6140.05,West St & Chambers St,5470.10,40.7418,-73.9945,40.7175,-74.0134,casual
8bcf53a1bc104a52,classic_bike,2024-06-05 18:51:24,2024-06-05 19:22:00,W 21 St & 6 Ave,6140.05,Lafayette St & E 8 St,5788.13,40.7418,-73.9945,40.7302,-73.9910,casual
cc530e36addc4e13,electric_bike,2024-06-07 14:17:01,2024-06-07 14:45:33,West St & Chambers St,5470.10,8 Ave & W 31 St,6450.12,40.7175,-74.0134,40.7502,-73.9978,member
907bfe36978648f8,classic_bike,2024-06-03 16:37:34,2024-06-03 16:41:24,E 47 St & Park Ave,6551.09,Central Park S & 6 Ave,6904.04,40.7553,-73.9746,40.7659,-73.9764,member
53cd6268610c4373,classic_bike,2024-06-03 20:47:29,2024-06-03 21:01:53,N 8 St & Driggs Ave,5453.07,E 17 St & Broadway,5905.14,40.7177,-73.9560,40.7370,-73.9901,casual
6bebac31d4f84d72,electric_bike,2024-06-13 21:00:24,2024-06-13 21:21:23,Lafayette St & E 8 St,5788.13,Lafayette St & E 8 St,5788.13,40.7302,-73.9910,40.7302,-73.9910,member
c7fee39f11904938,classic_bike,2024-06-12 15:12:03,2024-06-12 15:37:56,Central Park S & 6 Ave,6904.04,W 21 St & 6 Ave,6140.05,40.7659,-73.9764,40.7418,-73.9945,member
ab61a7b1793b4c32,classic_bike,2024-06-14 06:20:39,2024-06-14 06:33:03,West St & Chambers St,5470.10,West St & Chambers St,5470.10,40.7175,-74.0134,40.7175,-74.0134,member
bf780e3ff6b741f7,classic_bike,2024-06-05 19:05:23,2024-06-05 19:18:50,Central Park S & 6 Ave,6904.04,Bedford Ave & Nassau Ave,5525.04,40.7659,-73.9764,40.7230,-73.9521,member
f54ad0a2e87446d7,electric_bike,2024-06-10 06:26:59,2024-06-10 06:50:16,8 Ave & W 31 St,6450.12,Broadway & E 14 St,5905.12,40.7502,-73.9978,40.7345,-73.9907,casual
4d3485c5c5c14eb4,classic_bike,2024-06-02 16:06:44,2024-06-02 16:25:18,Bedford Ave & Nassau Ave,5525.04,West St & Chambers St,5470.10,40.7230,-73.9521,40.7175,-74.0134,member
033d2bce575a4d2c,electric_bike,2024-06-07 17:17:23,2024-06-07 17:24:05,Lafayette St & E 8 St,5788.13,Pier 40 - Hudson River Park,5573.05,40.7302,-73.9910,40.7276,-74.0115,casual
2d174fc96f7c45ea,electric_bike,2024-06-06 16:50:57,2024-06-06 17:24:20,Broadway & E 14 St,5905.12,E 17 St & Broadway,5905.14,40.7345,-73.9907,40.7370,-73.9901,casual
d4aac9a33ed8456c,classic_bike,2024-06-14 18:28:37,2024-06-14 18:48:56,Central Park S & 6 Ave,6904.04,E 17 St & Broadway,5905.14,40.7659,-73.9764,40.7370,-73.9901,casual
d9d80b8d7e8a4ee7,electric_bike,2024-06-04 18:48:29,2024-06-04 19:16:21,South End Ave & Liberty St,5303.06,Central Park S & 6 Ave,6904.04,40.7111,-74.0158,40.7659,-73.9764,member
b380c73a989d4d4a,electric_bike,2024-06-06 19:36:16,2024-06-06 20:01:30,Central Park S & 6 Ave,6904.04,West St & Chambers St,5470.10,40.7659,-73.9764,40.7175,-74.0134,member
3d85de89c2174429,electric_bike,2024-06-02 10:07:46,2024-06-02 10:37:30,Pier 40 - Hudson River Park,5573.05,West St & Chambers St,5470.10,40.7276,-74.0115,40.7175,-74.0134,casual
4e6384bb3e494f43,electric_bike,2024-06-01 07:35:18,2024-06-01 07:52:25,Central Park S & 6 Ave,6904.04,9 Ave & W 45 St,6717.06,40.7659,-73.9764,40.7602,-73.9913,casual
7428a656b3ee4d3b,electric_bike,2024-06-06 13:15:47,2024-06-06 13:55:21,Pier 40 - Hudson River Park,5573.05,Pier 40 - Hudson River Park,5573.05,40.7276,-74.0115,40.7276,-74.0115,casual
f36cb62b892e4161,classic_bike,2024-06-02 18:18:12,2024-06-02 18:41:44,8 Ave & W 31 St,6450.12,West St & Chambers St,5470.10,40.7502,-73.9978,40.7175,-74.0134,member
19bc143efb024ebb,classic_bike,2024-06-08 10:43:46,2024-06-08 11:21:34,West St & Chambers St,5470.10,Bedford Ave & Nassau Ave,5525.04,40.7175,-74.0134,40.7230,-73.9521,casual
f96b648a0ba64ab9,classic_bike,2024-06-03 11:09:00,2024-06-03 11:47:27,West St & Chambers St,5470.10,Lafayette St & E 8 St,5788.13,40.7175,-74.0134,40.7302,-73.9910,casual
92f5df7b03234342,electric_bike,2024-06-11 20:49:48,2024-06-11 21:25:18,Bedford Ave & Nassau Ave,5525.04,1 Ave & E 68 St,6753.08,40.7230,-73.9521,40.7659,-73.9585,casual
1d34d08e7a4c45d4,classic_bike,2024-06-06 09:08:03,2024-06-06 09:27:17,Central Park S & 6 Ave,6904.04,Central Park S & 6 Ave,6904.04,40.7659,-73.9764,40.7659,-73.9764,casual
90164161cfa741cd,electric_bike,2024-06-10 16:44:43,2024-06-10 16:50:22,Central Park S & 6 Ave,6904.04,Broadway & E 14 St,5905.12,40.7659,-73.9764,40.7345,-73.9907,member
7354ea6f61604459,electric_bike,2024-06-09 19:02:26,2024-06-09 19:19:50,West St & Chambers St,5470.10,Broadway & E 14 St,5905.12,40.7175,-74.0134,40.7345,-73.9907,casual
19675f06bd764e35,classic_bike,2024-06-07 11:12:36,2024-06-07 11:18:42,E 47 St & Park Ave,6551.09,Grand Army Plaza & Plaza St West,4066.15,40.7553,-73.9746,40.6729,-73.9709,member
00af5b3a2812459a,electric_bike,2024-06-02 08:40:15,2024-06-02 08:54:06,8 Ave & W 31 St,6450.12,N 8 St & Driggs Ave,5453.07,40.7502,-73.9978,40.7177,-73.9560,casual
b3f6fe0d48604b32,electric_bike,2024-06-08 10:58:02,2024-06-08 11:15:50,Bedford Ave & Nassau Ave,5525.04,Grand Army Plaza & Plaza St West,4066.15,40.7230,-73.9521,40.6729,-73.9709,member
398d1ca68b6840b5,classic_bike,2024-06-05 19:26:50,2024-06-05 19:42:20,N 8 St & Driggs Ave,5453.07,West St & Chambers St,5470.10,40.7177,-73.9560,40.7175,-74.0134,casual
91b78d8ed3014989,electric_bike,2024-06-02 07:01:10,2024-06-02 07:24:09,E 47 St & Park Ave,6551.09,1 Ave & E 68 St,6753.08,40.7553,-73.9746,40.7659,-73.9585,casual
8a3c3b5e801e41da,electric_bike,2024-06-12 11:11:44,2024-06-12 11:41:12,Broadway & E 14 St,5905.12,Central Park S & 6 Ave,6904.04,40.7345,-73.9907,40.7659,-73.9764,casual
176132ed069f44f1,classic_bike,2024-06-01 21:10:27,2024-06-01 21:34:27,Broadway & E 14 St,5905.12,Grand Army Plaza & Plaza St West,4066.15,40.7345,-73.9907,40.6729,-73.9709,member
7872bdeb2cd94cbb,electric_bike,2024-06-14 10:35:36,2024-06-14 10:40:20,9 Ave & W 45 St,6717.06,N 8 St & Driggs Ave,5453.07,40.7602,-73.9913,40.7177,-73.9560,casual
5913f9d3785249f4,electric_bike,2024-06-07 16:50:52,2024-06-07 17:26:26,1 Ave & E 68 St,6753.08,Grand Army Plaza & Plaza St West,4066.15,40.7659,-73.9585,40.6729,-73.9709,casual
49c8a43f7ed74ed7,electric_bike,2024-06-02 20:38:10,2024-06-02 21:02:40,Lafayette St & E 8 St,5788.13,N 8 St & Driggs Ave,5453.07,40.7302,-73.9910,40.7177,-73.9560,member
dd6ac7b86778443b,classic_bike,2024-06-06 10:18:20,2024-06-06 10:28:14,Central Park S & 6 Ave,6904.04,Broadway & E 14 St,5905.12,40.7659,-73.9764,40.7345,-73.9907,casual
0d366dfcc28e4d70,classic_bike,2024-06-04 14:50:23,2024-06-04 15:26:24,E 17 St & Broadway,5905.14,W 21 St & 6 Ave,6140.05,40.7370,-73.9901,40.7418,-73.9945,casual
a14923c2f920464c,classic_bike,2024-06-05 13:28:56,2024-06-05 14:04:01,Pier 40 - Hudson River Park,5573.05,1 Ave & E 68 St,6753.08,40.7276,-74.0115,40.7659,-73.9585,member
e9b5c5cfd7664cda,classic_bike,2024-06-01 15:25:26,2024-06-01 15:33:47,8 Ave & W 31 St,6450.12,Pier 40 - Hudson River Park,5573.05,40.7502,-73.9978,40.7276,-74.0115,casual
6a5d932b45ff4c83,electric_bike,2024-06-14 08:37:31,2024-06-14 08:59:26,Broadway & E 14 St,5905.12,N 8 St & Driggs Ave,5453.07,40.7345,-73.9907,40.7177,-73.9560,casual
bf0d073d821c4336,classic_bike,2024-06-09 08:28:24,2024-06-09 08:43:24,West St & Chambers St,5470.10,Central Park S & 6 Ave,6904.04,40.7175,-74.0134,40.7659,-73.9764,member
44656d6b81fb48b3,classic_bike,2024-06-13 20:34:26,2024-06-13 20:59:38,8 Ave & W 31 St,6450.12,9 Ave & W 45 St,6717.06,40.7502,-73.9978,40.7602,-73.9913,casual
89e06ab372504e18,electric_bike,2024-06-14 16:01:37,2024-06-14 16:37:02,Bedford Ave & Nassau Ave,5525.04,8 Ave & W 31 St,6450.12,40.7230,-73.9521,40.7502,-73.9978,casual
304b8590de9e4757,classic_bike,2024-06-13 15:16:24,2024-06-13 15:49:29,Lafayette St & E 8 St,5788.13,Pier 40 - Hudson River Park,5573.05,40.7302,-73.9910,40.7276,-74.0115,casual
e9d68f23b4894070,electric_bike,2024-06-13 13:00:02,2024-06-13 13:23:45,West St & Chambers St,5470.10,E 47 St & Park Ave,6551.09,40.7175,-74.0134,40.7553,-73.9746,casual
8096271820514cef,electric_bike,2024-06-14 17:07:09,2024-06-14 17:42:57,N 8 St & Driggs Ave,5453.07,9 Ave & W 45 St,6717.06,40.7177,-73.9560,40.7602,-73.9913,member
68f45bce24e74e8e,classic_bike,2024-06-08 07:42:33,2024-06-08 08:15:44,E 47 St & Park Ave,6551.09,E 47 St & Park Ave,6551.09,40.7553,-73.9746,40.7553,-73.9746,member
541cdfcdda0d4a5f,electric_bike,2024-06-05 11:46:39,2024-06-05 12:15:47,Central Park S & 6 Ave,6904.04,9 Ave & W 45 St,6717.06,40.7659,-73.9764,40.7602,-73.9913,casual
3c19e71d118445ad,electric_bike,2024-06-13 14:19:55,2024-06-13 14:58:51,N 8 St & Driggs Ave,5453.07,Bedford Ave & Nassau Ave,5525.04,40.7177,-73.9560,40.7230,-73.9521,member
4ca9cf07b1aa4f6a,classic_bike,2024-06-07 07:40:48,2024-06-07 07:49:39,Bedford Ave & Nassau Ave,5525.04,Broadway & E 14 St,5905.12,40.7230,-73.9521,40.7345,-73.9907,member
87fa841a3e83491f,electric_bike,2024-06-01 11:00:22,2024-06-01 11:27:57,Lafayette St & E 8 St,5788.13,9 Ave & W 45 St,6717.06,40.7302,-73.9910,40.7602,-73.9913,member
7f671eec3da74577,classic_bike,2024-06-02 16:24:55,2024-06-02 16:53:01,1 Ave & E 68 St,6753.08,1 Ave & E 68 St,6753.08,40.7659,-73.9585,40.7659,-73.9585,member
e6b5a92c771a4655,electric_bike,2024-06-05 13:50:16,2024-06-05 13:52:54,Central Park S & 6 Ave,6904.04,N 8 St & Driggs Ave,5453.07,40.7659,-73.9764,40.7177,-73.9560,member
d865d69a74f34103,electric_bike,2024-06-06 16:01:19,2024-06-06 16:32:16,Broadway & E 14 St,5905.12,Central Park S & 6 Ave,6904.04,40.7345,-73.9907,40.7659,-73.9764,member
4bbe4aff93264ffd,electric_bike,2024-06-08 07:49:15,2024-06-08 08:17:17,E 17 St & Broadway,5905.14,E 47 St & Park Ave,6551.09,40.7370,-73.9901,40.7553,-73.9746,member
7f2984f5bec34a37,electric_bike,2024-06-07 10:41:00,2024-06-07 10:46:20,E 47 St & Park Ave,6551.09,N 8 St & Driggs Ave,5453.07,40.7553,-73.9746,40.7177,-73.9560,member
c16d83edad8148bd,classic_bike,2024-06-06 09:44:40,2024-06-06 09:59:38,Grand Army Plaza & Plaza St West,4066.15,9 Ave & W 45 St,6717.06,40.6729,-73.9709,40.7602,-73.9913,member
bb7bee035d674bb1,classic_bike,2024-06-11 06:40:19,2024-06-11 07:12:24,South End Ave & Liberty St,5303.06,N 8 St & Driggs Ave,5453.07,40.7111,-74.0158,40.7177,-73.9560,member
8a16a06cc958475e,electric_bike,2024-06-06 18:45:26,2024-06-06 18:59:25,South End Ave & Liberty St,5303.06,8 Ave & W 31 St,6450.12,40.7111,-74.0158,40.7502,-73.9978,casual
bf1e83664b8e43d4,electric_bike,2024-06-05 21:35:52,2024-06-05 22:10:45,E 47 St & Park Ave,6551.09,1 Ave & E 68 St,6753.08,40.7553,-73.9746,40.7659,-73.9585,member
8eac0a33cdf944a7,electric_bike,2024-06-03 18:52:14,2024-06-03 19:21:21,Central Park S & 6 Ave,6904.04,Broadway & E 14 St,5905.12,40.7659,-73.9764,40.7345,-73.9907,member
bfbf397bac3e4b0d,electric_bike,2024-06-01 10:30:34,2024-06-01 10:41:00,9 Ave & W 45 St,6717.06,E 17 St & Broadway,5905.14,40.7602,-73.9913,40.7370,-73.9901,casual
e25d36eb9e9a4f83,electric_bike,2024-06-06 07:50:43,2024-06-06 08:08:40,E 47 St & Park Ave,6551.09,N 8 St & Driggs Ave,5453.07,40.7553,-73.9746,40.7177,-73.9560,member
23c86d301dde4969,classic_bike,2024-06-11 20:03:29,2024-06-11 20:26:06,N 8 St & Driggs Ave,5453.07,Broadway & E 14 St,5905.12,40.7177,-73.9560,40.7345,-73.9907,member
5efa9c5b74214f46,electric_bike,2024-06-02 07:39:15,2024-06-02 08:17:56,8 Ave & W 31 St,6450.12,Central Park S & 6 Ave,6904.04,40.7502,-73.9978,40.7659,-73.9764,member
f396ea37f0654817,electric_bike,2024-06-11 07:41:53,2024-06-11 08:17:17,South End Ave & Liberty St,5303.06,E 17 St & Broadway,5905.14,40.7111,-74.0158,40.7370,-73.9901,member
fb1e143b196f4dfa,electric_bike,2024-06-04 13:34:28,2024-06-04 13:52:35,Bedford Ave & Nassau Ave,5525.04,Lafayette St & E 8 St,5788.13,40.7230,-73.9521,40.7302,-73.9910,casual
a446be72364c411a,classic_bike,2024-06-05 09:14:07,2024-06-05 09:47:09,W 21 St & 6 Ave,6140.05,E 17 St & Broadway,5905.14,40.7418,-73.9945,40.7370,-73.9901,member
8de08fc2c3e14a85,classic_bike,2024-06-04 08:08:50,2024-06-04 08:24:50,9 Ave & W 45 St,6717.06,Lafayette St & E 8 St,5788.13,40.7602,-73.9913,40.7302,-73.9910,member
00b9d4a3989240ac,electric_bike,2024-06-04 11:36:49,2024-06-04 11:48:53,E 47 St & Park Ave,6551.09,E 47 St & Park Ave,6551.09,40.7553,-73.9746,40.7553,-73.9746,member
21bddb4106994731,classic_bike,2024-06-05 19:37:11,2024-06-05 19:46:41,1 Ave & E 68 St,6753.08,Pier 40 - Hudson River Park,5573.05,40.7659,-73.9585,40.7276,-74.0115,casual
20733f6d0d6a45b3,electric_bike,2024-06-04 16:02:20,2024-06-04 16:05:24,9 Ave & W 45 St,6717.06,9 Ave & W 45 St,6717.06,40.7602,-73.9913,40.7602,-73.9913,member
