ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,duration_sec
59ae73028ae3497e,electric_bike,2024-06-02T06:15:39.000000,2024-06-02T06:52:44.000000,1 Ave & E 68 St,6753.08,8 Ave & W 31 St,6450.12,40.7659,-73.9585,40.7502,-73.9978,casual,2225
cf2e329671844713,classic_bike,2024-06-02T06:22:04.000000,2024-06-02T06:37:33.000000,South End Ave & Liberty St,5303.06,E 47 St & Park Ave,6551.09,40.7111,-74.0158,40.7553,-73.9746,member,929
c6f903cf40274514,electric_bike,2024-06-02T06:35:04.000000,2024-06-02T06:41:52.000000,Bedford Ave & Nassau Ave,5525.04,8 Ave & W 31 St,6450.12,40.723,-73.9521,40.7502,-73.9978,member,408
0df407b827514b86,electric_bike,2024-06-02T06:50:25.000000,2024-06-02T07:29:56.000000,8 Ave & W 31 St,6450.12,West St & Chambers St,5470.10,40.7502,-73.9978,40.7175,-74.0134,member,2371
79ec958b4d264574,classic_bike,2024-06-02T06:53:10.000000,2024-06-02T07:26:50.000000,9 Ave & W 45 St,6717.06,E 47 St & Park Ave,6551.09,40.7602,-73.9913,40.7553,-73.9746,casual,2020
91b78d8ed3014989,electric_bike,2024-06-02T07:01:10.000000,2024-06-02T07:24:09.000000,E 47 St & Park Ave,6551.09,1 Ave & E 68 St,6753.08,40.7553,-73.9746,40.7659,-73.9585,casual,1379
929c93b333c04bf1,classic_bike,2024-06-02T07:03:53.000000,2024-06-02T07:43:16.000000,South End Ave & Liberty St,5303.06,Grand Army Plaza & Plaza St West,4066.15,40.7111,-74.0158,40.6729,-73.9709,member,2363
29aaaa7e483e46a1,classic_bike,2024-06-02T07:19:23.000000,2024-06-02T07:44:17.000000,8 Ave & W 31 St,6450.12,Broadway & E 14 St,5905.12,40.7502,-73.9978,40.7345,-73.9907,member,1494
a72bdddd511e4eb8,electric_bike,2024-06-02T07:21:10.000000,2024-06-02T07:46:37.000000,E 47 St & Park Ave,6551.09,South End Ave & Liberty St,5303.06,40.7553,-73.9746,40.7111,-74.0158,casual,1527
450f69eec2e74a98,classic_bike,2024-06-02T07:33:00.000000,2024-06-02T07:56:02.000000,Lafayette St & E 8 St,5788.13,Lafayette St & E 8 St,5788.13,40.7302,-73.991,40.7302,-73.991,member,1382
8618e40d15d64658,electric_bike,2024-06-02T07:33:07.000000,2024-06-02T08:05:47.000000,Bedford Ave & Nassau Ave,5525.04,Bedford Ave & Nassau Ave,5525.04,40.723,-73.9521,40.723,-73.9521,member,1960
c55be95d06bf49c4,electric_bike,2024-06-02T07:37:04.000000,2024-06-02T08:11:22.000000,1 Ave & E 68 St,6753.08,E 17 St & Broadway,5905.14,40.7659,-73.9585,40.737,-73.9901,member,2058
5efa9c5b74214f46,electric_bike,2024-06-02T07:39:15.000000,2024-06-02T08:17:56.000000,8 Ave & W 31 St,6450.12,Central Park S & 6 Ave,6904.04,40.7502,-73.9978,40.7659,-73.9764,member,2321
2ec3641124df4dcc,electric_bike,2024-06-02T07:57:06.000000,2024-06-02T08:36:05.000000,E 17 St & Broadway,5905.14,8 Ave & W 31 St,6450.12,40.737,-73.9901,40.7502,-73.9978,member,2339
7490adeb57d347d3,classic_bike,2024-06-02T07:58:53.000000,2024-06-02T08:10:33.000000,8 Ave & W 31 St,6450.12,E 17 St & Broadway,5905.14,40.7502,-73.9978,40.737,-73.9901,casual,700
592448ee7ac144f9,electric_bike,2024-06-02T07:59:52.000000,2024-06-02T08:10:49.000000,Central Park S & 6 Ave,6904.04,South End Ave & Liberty St,5303.06,40.7659,-73.9764,40.7111,-74.0158,casual,657
fe9fecaa61824347,electric_bike,2024-06-02T08:09:17.000000,2024-06-02T08:48:43.000000,Grand Army Plaza & Plaza St West,4066.15,1 Ave & E 68 St,6753.08,40.6729,-73.9709,40.7659,-73.9585,casual,2366
00af5b3a2812459a,electric_bike,2024-06-02T08:40:15.000000,2024-06-02T08:54:06.000000,8 Ave & W 31 St,6450.12,N 8 St & Driggs Ave,5453.07,40.7502,-73.9978,40.7177,-73.956,casual,831
f51124380d894ced,classic_bike,2024-06-02T09:17:39.000000,2024-06-02T09:56:38.000000,N 8 St & Driggs Ave,5453.07,Pier 40 - Hudson River Park,5573.05,40.7177,-73.956,40.7276,-74.0115,casual,2339
7316ce642a144a96,electric_bike,2024-06-02T09:27:08.000000,2024-06-02T09:36:34.000000,8 Ave & W 31 St,6450.12,West St & Chambers St,5470.10,40.7502,-73.9978,40.7175,-74.0134,casual,566
32e706298fad41a6,electric_bike,2024-06-02T09:43:14.000000,2024-06-02T10:19:43.000000,W 21 St & 6 Ave,6140.05,W 21 St & 6 Ave,6140.05,40.7418,-73.9945,40.7418,-73.9945,member,2189
aa03081bd4984a31,classic_bike,2024-06-02T09:45:56.000000,2024-06-02T09:54:31.000000,N 8 St & Driggs Ave,5453.07,N 8 St & Driggs Ave,5453.07,40.7177,-73.956,40.7177,-73.956,member,515
20168e6d4eb34f63,classic_bike,2024-06-02T09:47:08.000000,2024-06-02T09:58:51.000000,Bedford Ave & Nassau Ave,5525.04,E 47 St & Park Ave,6551.09,40.723,-73.9521,40.7553,-73.9746,member,703
3d85de89c2174429,electric_bike,2024-06-02T10:07:46.000000,2024-06-02T10:37:30.000000,Pier 40 - Hudson River Park,5573.05,West St & Chambers St,5470.10,40.7276,-74.0115,40.7175,-74.0134,casual,1784
f3981e9e7cb842a0,electric_bike,2024-06-02T10:16:06.000000,2024-06-02T10:31:34.000000,8 Ave & W 31 St,6450.12,N 8 St & Driggs Ave,5453.07,40.7502,-73.9978,40.7177,-73.956,casual,928
3ed5e52eaa3d4111,classic_bike,2024-06-02T10:32:23.000000,2024-06-02T11:02:42.000000,Pier 40 - Hudson River Park,5573.05,1 Ave & E 68 St,6753.08,40.7276,-74.0115,40.7659,-73.9585,casual,1819
979a7368bd964b0a,classic_bike,2024-06-02T10:57:05.000000,2024-06-02T11:06:41.000000,West St & Chambers St,5470.10,8 Ave & W 31 St,6450.12,40.7175,-74.0134,40.7502,-73.9978,member,576
1458771da27a4bda,classic_bike,2024-06-02T11:12:26.000000,2024-06-02T11:35:46.000000,N 8 St & Driggs Ave,5453.07,E 47 St & Park Ave,6551.09,40.7177,-73.956,40.7553,-73.9746,member,1400
bd717da335814632,classic_bike,2024-06-02T11:12:28.000000,2024-06-02T11:46:37.000000,Bedford Ave & Nassau Ave,5525.04,9 Ave & W 45 St,6717.06,40.723,-73.9521,40.7602,-73.9913,member,2049
d02ce0c154174a17,classic_bike,2024-06-02T11:17:35.000000,2024-06-02T11:45:17.000000,Grand Army Plaza & Plaza St West,4066.15,Bedford Ave & Nassau Ave,5525.04,40.6729,-73.9709,40.723,-73.9521,member,1662
b2ac4768f1224f43,electric_bike,2024-06-02T11:20:54.000000,2024-06-02T11:35:43.000000,Lafayette St & E 8 St,5788.13,9 Ave & W 45 St,6717.06,40.7302,-73.991,40.7602,-73.9913,member,889
6021a15b42074b51,classic_bike,2024-06-02T11:27:09.000000,2024-06-02T11:57:19.000000,8 Ave & W 31 St,6450.12,E 17 St & Broadway,5905.14,40.7502,-73.9978,40.737,-73.9901,member,1810
2faabe0bb7f64cdf,classic_bike,2024-06-02T11:38:10.000000,2024-06-02T12:11:29.000000,West St & Chambers St,5470.10,9 Ave & W 45 St,6717.06,40.7175,-74.0134,40.7602,-73.9913,casual,1999
c66a5821ceb742d6,classic_bike,2024-06-02T11:39:26.000000,2024-06-02T12:15:48.000000,Bedford Ave & Nassau Ave,5525.04,N 8 St & Driggs Ave,5453.07,40.723,-73.9521,40.7177,-73.956,member,2182
9803b22e7eec488d,classic_bike,2024-06-02T12:09:16.000000,2024-06-02T12:28:06.000000,Central Park S & 6 Ave,6904.04,9 Ave & W 45 St,6717.06,40.7659,-73.9764,40.7602,-73.9913,casual,1130
de6d4e2525754bd1,classic_bike,2024-06-02T12:11:58.000000,2024-06-02T12:36:44.000000,Lafayette St & E 8 St,5788.13,N 8 St & Driggs Ave,5453.07,40.7302,-73.991,40.7177,-73.956,casual,1486
94e74f2629b04b37,classic_bike,2024-06-02T12:22:32.000000,2024-06-02T12:25:43.000000,Bedford Ave & Nassau Ave,5525.04,E 47 St & Park Ave,6551.09,40.723,-73.9521,40.7553,-73.9746,member,191
6d07ee0b4bed423c,electric_bike,2024-06-02T12:34:57.000000,2024-06-02T12:59:40.000000,E 47 St & Park Ave,6551.09,N 8 St & Driggs Ave,5453.07,40.7553,-73.9746,40.7177,-73.956,member,1483
f5044d156fb148c2,electric_bike,2024-06-02T12:34:59.000000,2024-06-02T12:48:04.000000,South End Ave & Liberty St,5303.06,W 21 St & 6 Ave,6140.05,40.7111,-74.0158,40.7418,-73.9945,casual,785
e94d4fbe06534d47,electric_bike,2024-06-02T12:35:16.000000,2024-06-02T13:14:08.000000,South End Ave & Liberty St,5303.06,9 Ave & W 45 St,6717.06,40.7111,-74.0158,40.7602,-73.9913,casual,2332
7a3a6e9623ff43d3,electric_bike,2024-06-02T12:50:42.000000,2024-06-02T12:59:12.000000,Pier 40 - Hudson River Park,5573.05,Lafayette St & E 8 St,5788.13,40.7276,-74.0115,40.7302,-73.991,member,510
797209c040b344f8,classic_bike,2024-06-02T13:06:28.000000,2024-06-02T13:34:25.000000,W 21 St & 6 Ave,6140.05,Bedford Ave & Nassau Ave,5525.04,40.7418,-73.9945,40.723,-73.9521,member,1677
